Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
Algeria,1969,23.458250000000003,71264.97,28520.81,321673.68,33679.88,657930.03,33798.36,37688.03
American Samoa,1969,26.93658333333333,187.24,323.08,425.05,30.18,153.28,16.7,81.11
Angola,1969,22.1905,26714.7,13806.26,757210.08,29539.01,181658.18,9179.43,49229.74
Argentina,1969,15.262833333333331,491315.43,231599.68,2086826.15,33129.83,476825.02,21640.61,374024.84
Armenia,1969,8.230833333333335,36982.33,41830.67,220379.64,6245.69,59448.34,1310.71,14003.04
Aruba,1969,28.631,587.35,629332.48,1314.5,88.07,507.86,68.6,155.77
Asia,1969,6.889499999999999,11871456.12,19368163.62,164023258.9,4007797.89,28075368.97,1650164.47,14757426.13
Australia,1969,21.847583333333333,767841.76,1383409.64,3414342.74,39781.45,868638.93,26165.62,371164.18
Austria,1969,6.000333333333334,174788.74,345558.62,1182019.54,12238.54,332216.94,5950.06,65968.39
Azerbaijan,1969,10.4565,85624.85,99169.44,202205.29,22686.44,98789.84,4522.03,45943.29
Bahamas,1969,25.21258333333333,4449.57,1829.37,6579.94,160.46,1332.16,101.19,575.28
Bahrain,1969,26.585916666666662,2101.65,332.15,5699.37,20.54,72421.18,51.31,255.83
Bangladesh,1969,25.25433333333333,83069.35,50271.88,1180305.16,50974.75,317977.91,17650.37,429613.89
Barbados,1969,27.107416666666666,7159.26,739.5,6378.8,587.51,2886.41,129.31,1300.36
Belarus,1969,4.566916666666667,220008.27,351756.76,1063190.44,23808.61,754531.13,10301.66,208138.77
Belgium,1969,9.5505,349345.3,954999.61,1851871.91,24842.96,315232.07,19190.39,95079.2
Belize,1969,25.617666666666665,2126.12,200.25,10886.71,205.97,2690.72,42.66,1023.14
Benin,1969,27.57408333333333,7721.41,1289.89,221367.42,11219.67,44757.86,3143.56,18308.31
Bhutan,1969,12.289916666666665,6675.5,1497.4,153753.0,597.78,24668.82,156.51,21648.04
Bolivia,1969,21.754166666666663,16746.58,8391.14,260957.29,3433.0,63355.37,1277.11,36794.69
Botswana,1969,22.312083333333334,1709.46,177.37,54835.98,4059.07,9372.08,1077.26,14214.37
Brazil,1969,25.282750000000004,697091.86,495748.44,8752362.49,418385.49,1835578.07,121835.76,1066530.38
British Virgin Islands,1969,26.77525,79.69,26.77,130.58,15.06,58.34,3.72,58.25
Bulgaria,1969,10.3645,214860.85,2526665.86,670213.03,23253.5,407084.66,7566.02,155445.13
Burkina Faso,1969,28.73258333333333,10107.51,1713.47,512178.43,23444.95,86413.17,6231.45,38393.82
Burundi,1969,20.363416666666662,4767.44,1043.26,268719.92,13048.18,47390.68,3629.11,16686.52
Cambodia,1969,27.265416666666667,25947.5,5415.73,604767.82,18814.83,167662.47,4771.46,60423.25
Cameroon,1969,24.655,14358.03,4660.23,561453.92,32978.81,98950.13,8978.2,42443.52
Canada,1969,-4.5023333333333335,2060041.08,4636506.67,11170002.8,84962.22,2631385.6,29821.37,268320.51
Cape Verde,1969,24.96625,243.64,255.53,2248.87,679.28,968.87,232.93,644.5
Cayman Islands,1969,26.96258333333333,189.19,61.57,206.32,9.49,88.33,4.09,41.97
Central African Republic,1969,25.48466666666667,4120.03,1332.84,174292.43,7378.79,30396.11,2050.68,11817.76
Chad,1969,27.898,7511.05,1616.91,227321.99,14806.16,37851.02,4042.6,34529.19
Chile,1969,9.863333333333337,97848.33,1509156.97,1239186.63,23817.85,225750.79,8045.88,69157.87
China,1969,6.456,2204084.27,5229130.82,86134429.08,1450646.31,8359298.17,717309.15,6152506.84
Colombia,1969,25.181083333333333,153770.13,130263.26,2121382.95,62612.56,437985.42,18616.27,195764.9
Comoros,1969,26.1335,271.48,149.55,3355.44,1028.15,837.08,268.35,760.77
Congo,1969,24.6965,9349.5,5469.2,102924.19,3370.84,25127.14,1276.01,5273.37
Costa Rica,1969,25.951000000000004,13202.86,5452.17,136000.19,8344.47,25321.43,2236.32,23984.33
Croatia,1969,11.095083333333331,75295.33,233318.46,441540.09,21692.3,105982.37,2406.81,62252.07
Cuba,1969,25.657833333333333,207503.53,251802.67,1357846.17,28335.87,288448.13,7874.14,109942.56
Cyprus,1969,19.213166666666663,9200.6,15823.75,24448.31,752.26,10477.21,431.84,6067.43
Denmark,1969,-17.867416666666667,238005.35,531362.41,923143.88,3898.95,194225.99,5377.76,122438.83
Djibouti,1969,29.148333333333337,1210.73,705.92,6493.06,624.92,1364.16,186.65,842.61
Dominica,1969,26.65516666666667,178.81,31.1,1115.34,70.38,374.22,13.75,309.29
Dominican Republic,1969,26.094916666666663,53287.43,22264.22,447121.75,13585.22,90461.38,3302.13,34438.8
Ecuador,1969,22.422083333333333,33355.31,17176.04,486314.43,17130.07,80893.05,4757.8,61079.96
Egypt,1969,23.404416666666663,111838.62,138004.54,542653.97,27349.84,273451.74,8884.95,130157.79
El Salvador,1969,25.361083333333337,18155.03,9173.73,493699.82,11196.88,87147.67,2888.08,33333.86
Equatorial Guinea,1969,25.19125,504.84,287.24,25660.54,1106.1,4138.42,317.7,1171.07
Eritrea,1969,27.021833333333333,1796.6,212.66,80741.35,4198.61,11190.66,1152.46,13000.15
Estonia,1969,3.809,45511.42,158223.18,168268.64,9304.62,44296.31,2688.73,14795.75
Ethiopia,1969,23.187416666666667,108976.19,14681.63,3466490.66,128118.15,696728.3,36317.41,273696.02
Europe,1969,7.419666666666667,18867997.15,46959271.93,83413486.32,1861934.85,23015677.95,963607.4,7811310.49
Fiji,1969,25.0285,5846.76,3210.4,18424.64,828.34,5389.37,337.19,3006.5
Finland,1969,0.5302500000000006,235719.1,304931.73,450340.59,33875.36,169013.71,7928.61,47093.61
France,1969,12.8335,1517345.35,2337819.12,10772305.03,115456.4,2458324.21,83948.62,618554.86
French Guiana,1969,26.41508333333333,385.02,125.63,2191.52,175.33,596.18,46.51,196.4
French Polynesia,1969,26.71733333333333,1668.36,1276.37,8078.32,350.59,2182.54,119.07,345.28
Gabon,1969,24.50358333333333,4532.31,4940.61,91309.74,6716.52,54899.64,2312.97,4034.95
Gambia,1969,28.33966666666667,586.6,341.76,17848.21,1802.37,2933.73,492.17,2395.47
Georgia,1969,7.924916666666667,78793.32,77174.25,424928.92,17471.88,103092.04,3195.57,38914.22
Germany,1969,7.913,2131463.65,7509314.66,11995159.86,214253.47,3133892.4,140504.46,719430.74
Ghana,1969,27.125416666666663,15049.87,8500.2,628929.91,22909.92,108627.41,6812.08,36229.66
Greece,1969,15.03875,121410.07,300190.45,676152.12,7013.32,162518.02,3219.14,68708.04
Greenland,1969,-18.392083333333336,7.46,3.79,1.56,0.0,165.95,0.0,86.57
Grenada,1969,27.423416666666668,469.12,81.51,1725.38,158.22,582.86,30.3,354.3
Guadeloupe,1969,26.795,4308.61,488.68,5368.06,732.68,2181.27,144.33,1210.82
Guam,1969,26.957916666666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,1969,23.73725,38987.88,15889.99,505139.9,27995.76,100568.6,7198.8,41161.78
Guinea,1969,26.010583333333333,11384.27,4776.16,424607.7,17436.62,71898.79,4855.58,24466.85
Guyana,1969,26.70866666666667,28827.71,2199.88,78093.47,3864.68,21105.64,889.7,7831.72
Haiti,1969,26.791750000000004,12276.29,2745.69,360542.76,15892.17,71566.46,4156.76,39988.13
Honduras,1969,25.186916666666665,14325.39,6147.74,287436.8,14698.63,58536.93,3828.15,28242.73
Hong Kong,1969,22.609416666666664,44122.11,23644.84,74645.32,830.22,28662.25,1493.19,7588.77
Hungary,1969,9.548833333333333,225814.83,1277542.65,1206153.19,36428.13,217043.11,14550.86,163674.65
Iceland,1969,0.646833333333333,16599.02,49354.69,21900.04,133.4,6820.64,304.25,3658.76
India,1969,24.501166666666663,1175289.87,1213059.13,26586182.27,1189171.21,4694800.31,390863.5,3416051.12
Indonesia,1969,26.113083333333336,209162.41,206081.95,6615811.32,322480.82,1851652.86,92561.6,664785.04
Iran,1969,17.522916666666667,172953.74,530529.23,556996.37,4630.17,1513060.55,13539.82,139777.38
Iraq,1969,22.39125,63241.31,80693.34,233715.87,2015.23,645441.79,4965.67,40878.74
Ireland,1969,9.33275,82301.48,147429.04,267527.02,11437.86,85791.61,3502.23,82433.61
Israel,1969,20.335583333333336,70251.37,138475.86,205763.15,974.12,145903.88,2133.63,14612.25
Italy,1969,12.629583333333334,1087947.89,2431335.4,5408533.77,25020.16,1538798.39,23536.42,412238.23
Jamaica,1969,26.542583333333337,30935.15,46091.94,251629.82,2305.87,47787.21,994.83,8717.04
Japan,1969,11.848999999999998,4363148.35,4531523.54,7601861.19,51403.91,1027664.85,74562.36,596173.88
Jordan,1969,20.136416666666666,8888.14,7758.65,40549.96,236.55,15648.75,365.44,5417.88
Kazakhstan,1969,3.72375,629474.79,3095182.16,1482956.01,31997.75,210178.52,24129.77,39862.82
Kenya,1969,24.278666666666663,36937.44,25486.95,1047311.99,25579.51,228058.76,8541.93,103280.5
Kiribati,1969,27.22133333333333,88.73,87.9,400.79,79.81,153.88,25.84,164.3
Kuwait,1969,25.68241666666667,35744.77,10513.47,145204.86,1016.58,1088184.08,4360.42,2559.56
Kyrgyzstan,1969,2.3744166666666664,74103.54,79595.78,455519.29,11707.9,80288.37,1989.98,8515.48
Laos,1969,24.1255,24950.65,4555.94,208666.11,5081.25,44561.32,1371.77,35278.91
Latvia,1969,4.181916666666667,75744.46,85143.46,502405.71,12312.7,76207.06,2852.33,31494.43
Lebanon,1969,18.273,23170.23,33999.15,178142.64,1256.77,47433.37,452.23,9517.41
Lesotho,1969,14.3405,1817.66,193.2,88226.86,4366.6,14341.15,1150.32,8779.02
Liberia,1969,25.72583333333333,10366.12,6803.09,190844.66,6228.24,29972.03,2049.98,8173.54
Libya,1969,23.13475,78888.63,31924.72,379794.36,7008.82,1192444.35,23332.55,8181.96
Liechtenstein,1969,4.421583333333333,0.37,0.05,3.73,0.52,0.81,0.06,26.56
Lithuania,1969,4.704583333333333,73332.06,116900.53,398596.17,7291.84,103527.38,3572.41,56452.86
Luxembourg,1969,9.161833333333334,32539.45,44922.67,436551.3,584.36,13396.13,694.83,4731.28
Madagascar,1969,23.40041666666667,14507.82,5945.62,311623.53,25095.95,59815.14,7206.86,65172.95
Malawi,1969,21.777666666666665,5976.5,2387.3,175979.96,18884.09,30135.12,5119.68,16269.82
Malaysia,1969,26.31758333333333,53251.09,59837.7,650371.77,17582.4,157742.89,6765.33,75738.9
Mali,1969,29.15591666666667,8570.53,1999.91,294764.02,23823.55,46454.85,6472.12,45698.52
Malta,1969,18.312583333333333,3303.64,6441.78,41472.75,65.66,2737.01,73.1,927.39
Martinique,1969,26.65516666666667,2234.74,522.13,7037.34,894.96,2026.85,166.88,1392.02
Mauritania,1969,28.13325,3494.28,1675.32,42349.0,4659.43,8070.4,1361.91,16596.49
Mauritius,1969,24.105166666666666,13558.49,1942.38,146172.05,2526.67,11144.25,528.98,4466.11
Mexico,1969,20.95883333333333,501381.09,962900.16,5048086.15,106639.12,957619.55,34842.49,388961.64
Moldova,1969,8.200083333333334,77136.23,63538.03,223353.56,11509.87,68864.05,2600.26,41040.7
Mongolia,1969,-1.5954166666666667,55346.45,21086.99,200549.94,4894.44,7419.71,1423.93,65728.06
Montenegro,1969,10.163,991.72,147.23,43808.11,2945.83,14186.21,739.96,1265.34
Montserrat,1969,26.829,51.92,10.83,106.69,16.47,37.05,3.31,105.75
Morocco,1969,17.62183333333333,40699.27,47721.63,316445.63,38878.14,86813.62,11204.68,74116.54
Mozambique,1969,24.0045,34170.71,23215.09,1411635.35,19286.1,202577.34,5166.79,57432.4
Namibia,1969,20.837083333333336,2819.57,79.96,24074.98,1795.09,4306.17,474.73,18797.71
Nepal,1969,15.399500000000002,33121.48,8072.11,827863.06,48262.98,198377.43,13381.53,90070.05
Netherlands,1969,9.533583333333334,480168.85,716237.34,1333430.15,12443.6,433901.74,10811.69,154522.12
New Caledonia,1969,22.73625,7077.63,10025.98,29183.61,272.36,7175.85,288.25,1121.85
New Zealand,1969,10.449333333333334,76022.74,72178.95,481720.06,3512.03,90007.7,2690.99,95419.03
Nicaragua,1969,26.364166666666662,14371.55,9011.52,258303.7,9657.3,53829.33,2576.93,29885.81
Niger,1969,28.49875,5484.36,450.09,124308.16,8924.45,30474.56,2345.5,41074.18
Nigeria,1969,27.21466666666667,107025.23,23609.91,5872796.73,168064.1,1199910.38,47498.13,311121.47
Niue,1969,25.06775,17.91,1.71,203.61,17.99,68.24,3.9,28.44
North America,1969,2.475916666666667,27716832.66,34400396.47,192005317.2,913708.19,33994827.7,479524.11,3768282.03
North Korea,1969,6.123083333333334,293603.03,229838.13,7877814.82,39727.98,337768.78,21017.81,73415.2
Norway,1969,-0.1420000000000001,139760.15,155824.1,641427.25,4386.05,112326.15,3639.93,23744.78
Oceania,1969,21.677833333333336,875130.76,1477615.66,4143333.62,49777.37,1018503.26,31240.46,483613.87
Oman,1969,27.386,6347.32,661.08,37430.69,747.6,241278.66,3526.2,1617.55
Pakistan,1969,21.034166666666668,245752.98,217839.76,2828767.71,118361.51,610601.06,39123.14,497526.55
Palau,1969,27.496583333333334,8843.51,1013.15,66937.87,28.43,18703.05,23.83,54.82
Panama,1969,26.720166666666668,16124.25,14128.57,202457.84,4152.44,38690.81,1138.49,14558.48
Papua New Guinea,1969,24.69775,5776.48,4526.92,110588.54,3880.69,22065.9,1247.64,8977.2
Paraguay,1969,23.68933333333333,12998.33,2779.45,236088.17,13373.14,46316.85,3538.95,36860.58
Peru,1969,20.588833333333334,112146.18,531759.79,1466326.7,47299.92,286890.27,14558.58,104252.6
Philippines,1969,27.018083333333333,162613.32,426994.11,2571283.13,86368.77,523017.57,26091.74,201833.17
Poland,1969,6.655833333333334,713940.11,2271471.55,3383012.09,130451.65,680749.64,68103.07,400560.62
Portugal,1969,14.412999999999998,66032.57,73064.75,267918.65,4362.5,156247.38,2408.05,59367.81
Puerto Rico,1969,25.99533333333333,12111.8,32404.96,17534.83,1540.49,13648.18,695.06,10265.47
Qatar,1969,27.49025,16011.86,4430.45,64071.29,335.99,154936.84,1495.97,226.98
Reunion,1969,23.87633333333333,2232.21,1298.73,5727.49,1057.18,2437.87,442.94,1921.49
Romania,1969,8.43975,253194.27,653637.72,794171.2,44682.57,300742.48,11458.11,266067.88
Russia,1969,-6.766083333333333,4206637.36,8651622.91,15464840.07,598247.43,5753671.39,314375.76,1977290.94
Rwanda,1969,19.46575,3406.88,999.23,192269.55,14211.27,30522.68,3926.77,13420.21
Saint Lucia,1969,27.28025,619.07,114.45,2725.6,265.19,817.46,48.61,449.81
Samoa,1969,26.635166666666667,281.44,236.36,2705.06,223.11,846.2,71.25,759.25
Saudi Arabia,1969,26.199250000000003,57847.85,193301.22,210156.5,1088.48,1325784.03,3944.31,10960.14
Senegal,1969,28.709333333333333,6114.61,3643.11,249838.6,6113.26,48060.71,1747.31,29597.12
Serbia,1969,9.765333333333334,83306.75,251096.73,276563.49,15072.35,78391.19,5198.49,14646.44
Seychelles,1969,27.08758333333333,145.69,54.78,841.2,158.78,228.28,68.08,197.67
Sierra Leone,1969,26.43766666666667,12609.76,6626.04,259316.28,10185.43,44574.28,3129.65,12630.1
Singapore,1969,27.062416666666667,16979.59,73320.04,25949.58,4264.53,19408.38,1515.38,8967.2
Slovakia,1969,7.33475,101159.17,349240.67,573686.47,19829.85,158311.35,4429.26,44927.96
Slovenia,1969,9.419916666666667,48703.33,15586.48,224541.94,2857.11,36479.61,609.31,23515.32
Solomon Islands,1969,26.86191666666667,274.93,289.85,2580.05,224.38,798.38,76.1,582.61
Somalia,1969,27.125,11510.58,1579.73,252533.84,13378.51,40882.57,3748.15,60518.01
South Africa,1969,17.772333333333332,508511.73,1132708.42,3045655.05,104718.37,614855.09,47148.21,173362.02
South America,1969,22.406,1883779.63,3465381.29,19545484.32,641585.69,5364988.7,205335.6,2108540.31
South Korea,1969,11.448083333333336,125752.69,385709.3,444161.18,77373.13,118810.92,39289.77,276660.5
Spain,1969,13.211333333333334,622811.04,1312197.48,1532543.3,23864.7,383713.36,15410.99,317715.07
Sri Lanka,1969,27.414666666666665,54049.4,38482.01,780213.18,41149.29,202457.0,10963.91,71463.11
Sudan,1969,27.700333333333333,50539.12,23840.91,1374085.15,29285.23,250023.5,9295.2,119046.54
Suriname,1969,26.99191666666667,6195.14,2144.64,29318.14,1075.47,5780.83,333.25,2383.46
Sweden,1969,1.97025,235253.7,799282.35,837009.13,8956.21,288530.31,8643.21,83475.68
Switzerland,1969,6.777583333333333,194123.35,180956.44,939075.59,8528.29,271459.76,8129.37,94619.19
Syria,1969,18.5045,29718.7,35037.71,103658.57,1402.58,71614.73,1656.03,19423.05
Taiwan,1969,22.091166666666663,72935.49,321385.99,246348.37,19929.23,143580.68,10181.88,89801.56
Tajikistan,1969,3.35625,42262.01,40088.7,298069.31,11632.55,71307.49,1968.55,8610.27
Tanzania,1969,22.684583333333336,33747.36,8678.85,1660412.86,77380.36,246485.11,20822.18,107975.18
Thailand,1969,26.57375,115874.9,158199.31,3138160.27,42754.3,601364.14,15839.23,307447.39
Togo,1969,27.234583333333333,3653.22,875.99,144761.32,4383.26,33353.33,1310.41,11246.88
Tonga,1969,22.956333333333333,126.73,92.67,625.32,140.69,256.57,41.81,396.4
Tunisia,1969,19.99625,21039.36,31943.5,156074.53,5606.75,69033.18,2431.37,22095.35
Turkey,1969,11.968916666666669,209288.15,373239.81,1554768.42,63354.35,589939.46,17596.03,353605.37
Turkmenistan,1969,13.504166666666668,122230.04,97958.59,233531.02,5283.07,57373.11,2548.56,7266.76
Uganda,1969,23.20533333333333,30153.77,7605.41,1216752.05,38325.04,207670.89,10655.48,71707.4
Ukraine,1969,6.782333333333334,1467581.47,3923704.36,4745476.47,155828.44,1455809.17,54676.08,812388.26
United Arab Emirates,1969,28.266250000000003,12295.77,3120.73,47683.64,366.47,258287.29,1759.38,836.65
United Kingdom,1969,8.467916666666667,2619696.18,5897761.75,10077198.26,112812.65,2076240.5,93679.97,364897.55
United States,1969,8.770833333333334,24651127.79,27527094.4,171318063.4,578500.03,29428772.06,375409.85,2722879.86
Uruguay,1969,17.617583333333332,38337.95,45173.91,246931.11,5804.46,42176.48,2408.57,69095.79
Uzbekistan,1969,11.158916666666668,254957.65,1055097.08,1003065.67,24155.64,94264.49,5407.29,26969.34
Venezuela,1969,25.68475,194672.42,488862.27,2539482.44,11481.67,1841728.8,7386.2,84091.18
Vietnam,1969,24.200666666666667,149664.56,120374.6,5339372.88,108070.07,1076246.35,34174.98,525143.76
Western Sahara,1969,22.746916666666667,166.95,16.5,205.74,360.44,58.08,95.35,944.97
Yemen,1969,26.6905,30751.53,18748.85,183471.31,1068.71,68177.99,1338.07,21415.5
Zambia,1969,21.54341666666667,25306.58,1558399.1,844990.24,19600.22,111390.22,6019.26,32421.28
Zimbabwe,1969,21.345333333333333,38652.29,85858.28,723367.27,43451.21,132424.01,12991.62,58152.13
Afghanistan,1970,14.783083333333332,259872.23,6263.69,491801.37,18091.53,207038.8,5556.26,67490.76
Africa,1970,24.321583333333336,1659120.91,3871511.09,33010582.01,1227832.92,8532386.36,422245.16,2535436.02
Albania,1970,12.839666666666666,18608.24,50689.07,196590.21,10673.56,39567.45,1346.2,23191.09
Algeria,1970,23.32283333333333,66975.36,33118.74,311206.01,34889.6,711482.65,36303.33,45127.03
American Samoa,1970,26.760666666666665,199.11,372.84,425.29,31.14,163.58,18.67,107.72
Angola,1970,22.149833333333333,23814.03,12307.07,775433.27,29960.81,208617.95,9274.02,50046.75
Argentina,1970,15.195333333333332,517710.83,257127.21,2220484.16,33460.7,517359.04,22520.52,382761.07
Armenia,1970,9.846583333333331,40617.04,54961.21,237670.36,6092.11,63989.58,1372.43,14675.19
Aruba,1970,28.369333333333334,647.91,533121.62,1450.66,92.42,553.61,75.34,157.41
Asia,1970,7.525666666666666,13177708.08,21789211.24,176358142.7,4152110.68,31431419.72,1746215.52,16398357.9
Australia,1970,21.77575,820006.53,1447430.77,3509984.69,36675.63,947227.29,23783.64,375741.02
Austria,1970,5.934833333333334,183672.97,347825.37,1194983.04,12099.03,356774.74,6833.14,67143.39
Azerbaijan,1970,12.26075,91795.79,108803.27,218407.31,23163.8,108074.49,4797.61,48739.72
Bahamas,1970,25.038666666666668,7133.98,2939.37,9530.92,206.5,2324.12,153.49,591.9
Bahrain,1970,26.33458333333333,4100.94,717.1,14041.21,48.05,75785.21,113.23,273.76
Bangladesh,1970,25.18658333333333,81683.9,51487.7,1198458.53,51945.81,328443.06,17936.49,410859.88
Barbados,1970,26.76991666666667,6882.22,664.77,5744.51,582.57,2892.64,125.8,1173.98
Belarus,1970,5.764083333333333,239295.39,373906.64,1154556.2,22027.46,816062.93,10736.33,222730.58
Belgium,1970,9.499,371457.74,981802.91,1780238.09,22345.19,328127.07,18319.39,88698.01
Belize,1970,25.140833333333333,3949.08,188.52,21131.48,309.42,5030.46,59.68,1109.56
Benin,1970,27.524916666666662,8608.51,1628.0,229179.67,11576.17,48810.48,3278.6,18313.53
Bhutan,1970,12.107166666666666,6233.73,1409.45,140630.56,552.85,23783.98,148.66,20623.71
Bolivia,1970,21.51625,16493.22,8743.23,263510.32,3497.47,62031.24,1199.73,36640.07
Botswana,1970,22.855833333333333,1698.42,4824.25,56247.11,4159.6,9636.27,1102.23,13455.99
Brazil,1970,25.19108333333333,771256.77,556594.7,8861016.86,423422.51,1883213.11,124798.14,1211416.33
British Virgin Islands,1970,26.606583333333333,82.05,26.76,129.19,15.7,59.2,3.82,58.11
Bulgaria,1970,10.934583333333334,215699.65,2490160.52,724925.49,23178.88,437547.19,8007.9,139424.6
Burkina Faso,1970,28.50091666666667,10758.49,1864.7,525618.56,23945.05,90163.89,6362.68,40457.7
Burundi,1970,20.054916666666667,4888.17,1017.43,274968.74,13326.71,47320.57,3697.55,16816.22
Cambodia,1970,27.00858333333333,25314.55,5439.84,607289.23,18919.77,161052.28,4794.64,59685.98
